Vietnam Airlines,"22:50","23:50","1.744.000 VND/pax"
"Vietnam Airlines","23:45","00:00","1.853.000 VND/pax"
"Vietnam Airlines","22:25","23:50","1.878.000 VND/pax"
"Vietnam Airlines","22:30","00:10","1.899.000 VND/pax"
"Vietnam Airlines","22:00","23:50","1.904.000 VND/pax"
"Vietnam Airlines","21:45","22:50","2.007.600 VND/pax"
"Vietnam Airlines","16:40","17:40","2.228.040 VND/pax"
"Vietnam Airlines","15:40","18:10","2.245.200 VND/pax"
"Vietnam Airlines","17:40","20:00","2.245.200 VND/pax"
